,Height,Weight,Sport
227659,152.0,44.0,Gymnastics
227660,152.0,44.0,Gymnastics
227661,152.0,44.0,Gymnastics
227662,152.0,44.0,Gymnastics
227663,152.0,44.0,Gymnastics
227741,166.0,51.0,Gymnastics
227742,166.0,51.0,Gymnastics
227743,166.0,51.0,Gymnastics
227744,166.0,51.0,Gymnastics
227745,166.0,51.0,Gymnastics
227746,166.0,51.0,Gymnastics
227747,166.0,51.0,Gymnastics
227748,166.0,51.0,Gymnastics
227749,166.0,51.0,Gymnastics
227750,166.0,51.0,Gymnastics
227751,166.0,51.0,Gymnastics
227764,171.0,49.0,Gymnastics
227765,171.0,49.0,Gymnastics
227766,171.0,49.0,Gymnastics
227767,171.0,49.0,Gymnastics
227768,171.0,49.0,Gymnastics
227769,171.0,49.0,Gymnastics
227770,171.0,49.0,Gymnastics
227771,171.0,49.0,Gymnastics
227772,171.0,49.0,Gymnastics
227773,171.0,49.0,Gymnastics
227774,171.0,49.0,Gymnastics
227775,171.0,49.0,Gymnastics
227776,171.0,49.0,Gymnastics
227777,171.0,49.0,Gymnastics
227778,171.0,49.0,Gymnastics
227779,171.0,49.0,Gymnastics
227780,171.0,49.0,Gymnastics
227781,171.0,49.0,Gymnastics
227787,168.0,56.0,Gymnastics
227788,168.0,56.0,Gymnastics
227789,168.0,56.0,Gymnastics
227790,168.0,56.0,Gymnastics
227791,168.0,56.0,Gymnastics
227792,168.0,56.0,Gymnastics
227793,168.0,56.0,Gymnastics
227794,168.0,56.0,Gymnastics
227795,168.0,56.0,Gymnastics
227796,168.0,56.0,Gymnastics
227797,168.0,56.0,Gymnastics
227798,168.0,56.0,Gymnastics
227799,168.0,56.0,Gymnastics
227800,168.0,56.0,Gymnastics
227801,168.0,56.0,Gymnastics
227802,168.0,56.0,Gymnastics
227889,171.0,65.0,Gymnastics
227890,171.0,65.0,Gymnastics
227891,171.0,65.0,Gymnastics
227892,171.0,65.0,Gymnastics
227893,171.0,65.0,Gymnastics
227894,171.0,65.0,Gymnastics
227895,171.0,65.0,Gymnastics
227896,171.0,65.0,Gymnastics
228254,159.0,60.0,Gymnastics
228255,159.0,60.0,Gymnastics
228256,159.0,60.0,Gymnastics
228257,159.0,60.0,Gymnastics
228258,159.0,60.0,Gymnastics
228259,159.0,60.0,Gymnastics
228260,159.0,60.0,Gymnastics
228267,157.0,47.0,Gymnastics
228268,157.0,47.0,Gymnastics
228269,157.0,47.0,Gymnastics
228270,157.0,47.0,Gymnastics
228271,157.0,47.0,Gymnastics
228272,157.0,47.0,Gymnastics
228300,162.0,60.0,Gymnastics
228301,162.0,60.0,Gymnastics
228302,162.0,60.0,Gymnastics
228303,162.0,60.0,Gymnastics
228304,162.0,60.0,Gymnastics
228305,162.0,60.0,Gymnastics
228429,159.0,54.0,Gymnastics
228430,159.0,54.0,Gymnastics
228431,159.0,54.0,Gymnastics
228432,159.0,54.0,Gymnastics
228433,159.0,54.0,Gymnastics
228434,159.0,54.0,Gymnastics
228438,165.0,49.0,Gymnastics
228439,165.0,49.0,Gymnastics
228440,165.0,49.0,Gymnastics
228441,165.0,49.0,Gymnastics
228442,165.0,49.0,Gymnastics
228443,165.0,49.0,Gymnastics
228482,150.0,45.0,Gymnastics
228483,150.0,45.0,Gymnastics
228484,150.0,45.0,Gymnastics
228485,150.0,45.0,Gymnastics
228486,150.0,45.0,Gymnastics
228487,150.0,45.0,Gymnastics
228492,166.0,56.0,Gymnastics
228493,166.0,56.0,Gymnastics
228494,166.0,56.0,Gymnastics
228495,166.0,56.0,Gymnastics
228496,166.0,56.0,Gymnastics
228497,166.0,56.0,Gymnastics
228647,160.0,56.0,Gymnastics
228648,160.0,56.0,Gymnastics
228649,160.0,56.0,Gymnastics
228650,160.0,56.0,Gymnastics
228651,160.0,56.0,Gymnastics
228652,160.0,56.0,Gymnastics
228653,160.0,56.0,Gymnastics
228654,160.0,56.0,Gymnastics
228655,160.0,56.0,Gymnastics
228656,160.0,56.0,Gymnastics
228712,164.0,58.0,Gymnastics
228713,164.0,58.0,Gymnastics
228714,164.0,58.0,Gymnastics
228715,164.0,58.0,Gymnastics
228716,164.0,58.0,Gymnastics
228717,164.0,58.0,Gymnastics
228718,164.0,58.0,Gymnastics
228719,164.0,58.0,Gymnastics
229032,160.0,55.0,Gymnastics
229033,160.0,55.0,Gymnastics
229034,160.0,55.0,Gymnastics
229035,160.0,55.0,Gymnastics
229036,160.0,55.0,Gymnastics
229037,160.0,55.0,Gymnastics
229038,160.0,55.0,Gymnastics
229039,160.0,55.0,Gymnastics
229040,160.0,55.0,Gymnastics
229041,160.0,55.0,Gymnastics
229042,160.0,55.0,Gymnastics
229043,160.0,55.0,Gymnastics
229044,160.0,55.0,Gymnastics
229736,167.0,67.0,Gymnastics
229737,167.0,67.0,Gymnastics
229738,167.0,67.0,Gymnastics
229739,167.0,67.0,Gymnastics
229740,167.0,67.0,Gymnastics
229741,167.0,67.0,Gymnastics
229742,167.0,67.0,Gymnastics
229743,167.0,67.0,Gymnastics
229744,167.0,67.0,Gymnastics
229745,167.0,67.0,Gymnastics
229746,167.0,67.0,Gymnastics
229747,167.0,67.0,Gymnastics
229748,167.0,67.0,Gymnastics
229749,167.0,67.0,Gymnastics
229750,167.0,67.0,Gymnastics
229751,167.0,67.0,Gymnastics
229752,167.0,67.0,Gymnastics
229753,167.0,67.0,Gymnastics
229754,167.0,67.0,Gymnastics
229755,167.0,67.0,Gymnastics
229756,167.0,67.0,Gymnastics
229757,167.0,67.0,Gymnastics
229758,167.0,67.0,Gymnastics
229759,167.0,67.0,Gymnastics
229760,167.0,67.0,Gymnastics
229761,167.0,67.0,Gymnastics
229762,167.0,67.0,Gymnastics
229763,167.0,67.0,Gymnastics
229764,167.0,67.0,Gymnastics
229765,167.0,67.0,Gymnastics
229766,167.0,67.0,Gymnastics
229767,167.0,67.0,Gymnastics
229768,167.0,67.0,Gymnastics
229769,167.0,67.0,Gymnastics
229770,167.0,67.0,Gymnastics
229771,167.0,67.0,Gymnastics
229772,167.0,67.0,Gymnastics
229773,167.0,67.0,Gymnastics
229774,160.0,62.0,Gymnastics
229775,160.0,62.0,Gymnastics
229776,160.0,62.0,Gymnastics
229777,160.0,62.0,Gymnastics
229778,160.0,62.0,Gymnastics
229959,153.0,51.0,Gymnastics
229960,153.0,51.0,Gymnastics
229961,153.0,51.0,Gymnastics
229962,153.0,51.0,Gymnastics
229963,153.0,51.0,Gymnastics
229964,153.0,51.0,Gymnastics
229989,160.0,58.0,Gymnastics
229990,160.0,58.0,Gymnastics
229991,160.0,58.0,Gymnastics
229992,160.0,58.0,Gymnastics
229993,160.0,58.0,Gymnastics
230045,162.0,47.0,Gymnastics
230046,162.0,47.0,Gymnastics
230047,162.0,47.0,Gymnastics
230048,162.0,47.0,Gymnastics
230049,162.0,47.0,Gymnastics
230050,162.0,47.0,Gymnastics
230073,176.0,68.0,Gymnastics
230074,176.0,68.0,Gymnastics
230075,176.0,68.0,Gymnastics
230076,176.0,68.0,Gymnastics
230077,176.0,68.0,Gymnastics
230078,176.0,68.0,Gymnastics
230079,176.0,68.0,Gymnastics
230080,176.0,68.0,Gymnastics
230081,176.0,68.0,Gymnastics
230082,176.0,68.0,Gymnastics
230083,176.0,68.0,Gymnastics
230084,176.0,68.0,Gymnastics
230085,176.0,68.0,Gymnastics
230086,176.0,68.0,Gymnastics
230214,170.0,70.0,Gymnastics
230215,170.0,70.0,Gymnastics
230216,170.0,70.0,Gymnastics
230217,170.0,70.0,Gymnastics
230218,170.0,70.0,Gymnastics
230219,170.0,70.0,Gymnastics
230220,170.0,70.0,Gymnastics
230221,170.0,70.0,Gymnastics
230222,170.0,70.0,Gymnastics
230223,170.0,70.0,Gymnastics
230224,170.0,70.0,Gymnastics
230225,170.0,70.0,Gymnastics
230226,170.0,70.0,Gymnastics
230227,170.0,70.0,Gymnastics
230228,170.0,70.0,Gymnastics
230229,170.0,70.0,Gymnastics
230230,170.0,70.0,Gymnastics
230231,170.0,70.0,Gymnastics
230232,170.0,70.0,Gymnastics
230233,170.0,70.0,Gymnastics
230234,170.0,70.0,Gymnastics
230235,170.0,70.0,Gymnastics
230236,170.0,70.0,Gymnastics
230246,158.0,45.0,Gymnastics
230247,158.0,45.0,Gymnastics
230248,158.0,45.0,Gymnastics
230249,158.0,45.0,Gymnastics
230250,158.0,45.0,Gymnastics
230251,158.0,45.0,Gymnastics
230262,164.0,60.0,Gymnastics
230263,164.0,60.0,Gymnastics
230264,164.0,60.0,Gymnastics
230265,164.0,60.0,Gymnastics
230266,164.0,60.0,Gymnastics
230267,164.0,60.0,Gymnastics
230553,152.0,40.0,Gymnastics
230554,152.0,40.0,Gymnastics
230555,152.0,40.0,Gymnastics
230556,152.0,40.0,Gymnastics
230557,152.0,40.0,Gymnastics
230558,152.0,40.0,Gymnastics
230629,170.0,59.0,Gymnastics
230630,170.0,59.0,Gymnastics
230631,170.0,59.0,Gymnastics
230632,170.0,59.0,Gymnastics
230721,156.0,48.0,Gymnastics
230722,156.0,48.0,Gymnastics
230723,156.0,48.0,Gymnastics
230724,156.0,48.0,Gymnastics
230725,156.0,48.0,Gymnastics
230828,157.0,52.0,Gymnastics
230829,157.0,52.0,Gymnastics
230830,157.0,52.0,Gymnastics
230831,157.0,52.0,Gymnastics
230832,157.0,52.0,Gymnastics
230833,157.0,52.0,Gymnastics
230834,157.0,52.0,Gymnastics
230835,157.0,52.0,Gymnastics
230836,157.0,52.0,Gymnastics
230837,157.0,52.0,Gymnastics
230838,157.0,52.0,Gymnastics
230839,157.0,52.0,Gymnastics
230871,142.0,37.0,Gymnastics
230872,142.0,37.0,Gymnastics
230873,142.0,37.0,Gymnastics
230874,142.0,37.0,Gymnastics
230875,142.0,37.0,Gymnastics
230876,142.0,37.0,Gymnastics
230877,142.0,37.0,Gymnastics
230878,142.0,37.0,Gymnastics
230879,142.0,37.0,Gymnastics
230880,142.0,37.0,Gymnastics
230881,142.0,37.0,Gymnastics
230882,142.0,37.0,Gymnastics
230947,174.0,72.0,Gymnastics
230948,174.0,72.0,Gymnastics
230949,174.0,72.0,Gymnastics
230950,174.0,72.0,Gymnastics
230951,174.0,72.0,Gymnastics
230952,174.0,72.0,Gymnastics
230953,174.0,72.0,Gymnastics
230954,174.0,72.0,Gymnastics
231004,163.0,65.0,Gymnastics
231005,163.0,65.0,Gymnastics
231006,163.0,65.0,Gymnastics
231007,163.0,65.0,Gymnastics
231008,163.0,65.0,Gymnastics
231009,163.0,65.0,Gymnastics
231010,163.0,65.0,Gymnastics
231011,163.0,65.0,Gymnastics
231012,163.0,65.0,Gymnastics
231013,163.0,65.0,Gymnastics
231014,163.0,65.0,Gymnastics
231015,163.0,65.0,Gymnastics
231016,163.0,65.0,Gymnastics
231017,163.0,65.0,Gymnastics
231018,163.0,65.0,Gymnastics
231347,178.0,75.0,Gymnastics
231348,178.0,75.0,Gymnastics
231349,178.0,75.0,Gymnastics
231350,178.0,75.0,Gymnastics
231351,178.0,75.0,Gymnastics
231352,178.0,75.0,Gymnastics
231353,178.0,75.0,Gymnastics
231354,178.0,75.0,Gymnastics
231393,170.0,67.0,Gymnastics
231394,170.0,67.0,Gymnastics
231395,170.0,67.0,Gymnastics
231396,170.0,67.0,Gymnastics
231397,170.0,67.0,Gymnastics
231398,170.0,67.0,Gymnastics
231399,170.0,67.0,Gymnastics
231400,170.0,67.0,Gymnastics
231401,170.0,67.0,Gymnastics
231402,170.0,67.0,Gymnastics
231403,170.0,67.0,Gymnastics
231404,170.0,67.0,Gymnastics
231405,170.0,67.0,Gymnastics
231406,170.0,67.0,Gymnastics
231407,170.0,67.0,Gymnastics
231408,170.0,67.0,Gymnastics
231430,153.0,40.0,Gymnastics
231431,153.0,40.0,Gymnastics
231432,153.0,40.0,Gymnastics
231433,153.0,40.0,Gymnastics
231434,153.0,40.0,Gymnastics
231435,153.0,40.0,Gymnastics
231515,169.0,66.0,Gymnastics
231516,169.0,66.0,Gymnastics
231517,169.0,66.0,Gymnastics
231518,169.0,66.0,Gymnastics
231519,169.0,66.0,Gymnastics
231520,169.0,66.0,Gymnastics
231521,169.0,66.0,Gymnastics
231522,169.0,66.0,Gymnastics
231523,169.0,66.0,Gymnastics
231524,169.0,66.0,Gymnastics
231525,169.0,66.0,Gymnastics
231526,169.0,66.0,Gymnastics
231527,169.0,66.0,Gymnastics
231528,169.0,66.0,Gymnastics
231529,169.0,66.0,Gymnastics
231530,169.0,66.0,Gymnastics
231628,149.0,42.0,Gymnastics
231629,149.0,42.0,Gymnastics
231630,149.0,42.0,Gymnastics
231631,149.0,42.0,Gymnastics
231632,149.0,42.0,Gymnastics
231633,149.0,42.0,Gymnastics
231649,146.0,35.0,Gymnastics
231650,146.0,35.0,Gymnastics
231651,146.0,35.0,Gymnastics
231652,146.0,35.0,Gymnastics
231653,146.0,35.0,Gymnastics
231763,153.0,43.0,Gymnastics
231764,153.0,43.0,Gymnastics
231765,153.0,43.0,Gymnastics
231916,156.0,45.0,Gymnastics
231917,156.0,45.0,Gymnastics
231918,156.0,45.0,Gymnastics
231919,156.0,45.0,Gymnastics
231920,156.0,45.0,Gymnastics
232094,156.0,51.0,Gymnastics
232095,156.0,51.0,Gymnastics
232096,156.0,51.0,Gymnastics
232097,156.0,51.0,Gymnastics
232098,156.0,51.0,Gymnastics
232099,156.0,51.0,Gymnastics
232345,161.0,50.0,Gymnastics
232346,161.0,50.0,Gymnastics
232347,161.0,50.0,Gymnastics
232348,161.0,50.0,Gymnastics
232349,161.0,50.0,Gymnastics
232440,164.0,63.0,Gymnastics
232441,164.0,63.0,Gymnastics
232442,164.0,63.0,Gymnastics
232443,164.0,63.0,Gymnastics
232444,164.0,63.0,Gymnastics
232445,164.0,63.0,Gymnastics
232446,164.0,63.0,Gymnastics
232447,164.0,63.0,Gymnastics
232479,171.0,62.0,Gymnastics
232480,171.0,62.0,Gymnastics
232481,171.0,62.0,Gymnastics
232482,171.0,62.0,Gymnastics
232483,171.0,62.0,Gymnastics
232484,171.0,62.0,Gymnastics
232485,171.0,62.0,Gymnastics
232486,171.0,62.0,Gymnastics
232487,171.0,62.0,Gymnastics
232488,171.0,62.0,Gymnastics
232489,171.0,62.0,Gymnastics
232490,171.0,62.0,Gymnastics
232491,171.0,62.0,Gymnastics
232492,171.0,62.0,Gymnastics
232493,171.0,62.0,Gymnastics
232494,171.0,62.0,Gymnastics
232495,171.0,62.0,Gymnastics
232496,171.0,62.0,Gymnastics
232497,171.0,62.0,Gymnastics
232498,171.0,62.0,Gymnastics
232563,164.0,50.0,Gymnastics
232564,164.0,50.0,Gymnastics
232565,164.0,50.0,Gymnastics
232566,164.0,50.0,Gymnastics
232567,164.0,50.0,Gymnastics
232568,164.0,50.0,Gymnastics
232668,178.0,73.0,Gymnastics
232669,178.0,73.0,Gymnastics
232670,178.0,73.0,Gymnastics
232671,178.0,73.0,Gymnastics
232672,178.0,73.0,Gymnastics
232673,178.0,73.0,Gymnastics
232674,178.0,73.0,Gymnastics
232675,178.0,73.0,Gymnastics
232755,167.0,62.0,Gymnastics
232756,167.0,62.0,Gymnastics
232757,167.0,62.0,Gymnastics
232758,167.0,62.0,Gymnastics
232759,167.0,62.0,Gymnastics
232760,167.0,62.0,Gymnastics
232761,167.0,62.0,Gymnastics
232762,167.0,62.0,Gymnastics
232763,167.0,62.0,Gymnastics
232764,167.0,62.0,Gymnastics
232765,167.0,62.0,Gymnastics
232766,167.0,62.0,Gymnastics
232767,167.0,62.0,Gymnastics
232768,167.0,62.0,Gymnastics
232769,167.0,62.0,Gymnastics
232770,167.0,62.0,Gymnastics
233031,158.0,55.0,Gymnastics
233032,158.0,55.0,Gymnastics
233033,158.0,55.0,Gymnastics
233034,158.0,55.0,Gymnastics
233035,158.0,55.0,Gymnastics
233036,158.0,55.0,Gymnastics
233272,164.0,60.0,Gymnastics
233273,164.0,60.0,Gymnastics
233274,164.0,60.0,Gymnastics
233275,164.0,60.0,Gymnastics
233276,164.0,60.0,Gymnastics
233277,164.0,60.0,Gymnastics
233278,164.0,60.0,Gymnastics
233279,164.0,60.0,Gymnastics
233280,164.0,60.0,Gymnastics
233281,164.0,60.0,Gymnastics
233282,164.0,60.0,Gymnastics
233283,164.0,60.0,Gymnastics
233284,164.0,60.0,Gymnastics
233285,164.0,60.0,Gymnastics
233286,164.0,60.0,Gymnastics
233287,164.0,60.0,Gymnastics
233542,158.0,52.0,Gymnastics
233543,158.0,52.0,Gymnastics
233544,158.0,52.0,Gymnastics
233545,158.0,52.0,Gymnastics
233546,158.0,52.0,Gymnastics
233547,158.0,52.0,Gymnastics
233548,158.0,52.0,Gymnastics
233549,160.0,54.0,Gymnastics
233550,160.0,54.0,Gymnastics
233551,160.0,54.0,Gymnastics
233552,160.0,54.0,Gymnastics
233553,160.0,54.0,Gymnastics
233554,160.0,54.0,Gymnastics
233555,160.0,54.0,Gymnastics
233556,160.0,54.0,Gymnastics
233908,145.0,40.0,Gymnastics
233909,145.0,40.0,Gymnastics
233910,145.0,40.0,Gymnastics
233911,145.0,40.0,Gymnastics
233912,145.0,40.0,Gymnastics
233913,145.0,40.0,Gymnastics
234015,164.0,56.0,Gymnastics
234016,164.0,56.0,Gymnastics
234017,164.0,56.0,Gymnastics
234018,164.0,56.0,Gymnastics
234019,164.0,56.0,Gymnastics
234020,164.0,56.0,Gymnastics
234021,164.0,56.0,Gymnastics
234022,164.0,56.0,Gymnastics
234023,164.0,56.0,Gymnastics
234024,164.0,56.0,Gymnastics
234025,164.0,56.0,Gymnastics
234026,164.0,56.0,Gymnastics
234027,164.0,56.0,Gymnastics
234028,164.0,56.0,Gymnastics
234029,164.0,56.0,Gymnastics
234030,164.0,56.0,Gymnastics
234031,164.0,56.0,Gymnastics
234032,164.0,56.0,Gymnastics
234033,164.0,56.0,Gymnastics
234034,164.0,56.0,Gymnastics
234035,164.0,56.0,Gymnastics
234036,164.0,56.0,Gymnastics
234037,164.0,56.0,Gymnastics
234100,159.0,52.0,Gymnastics
234101,159.0,52.0,Gymnastics
234102,159.0,52.0,Gymnastics
234103,159.0,52.0,Gymnastics
234104,159.0,52.0,Gymnastics
234148,156.0,52.0,Gymnastics
234149,156.0,52.0,Gymnastics
234150,156.0,52.0,Gymnastics
234151,156.0,52.0,Gymnastics
234152,156.0,52.0,Gymnastics
234153,156.0,52.0,Gymnastics
234154,156.0,52.0,Gymnastics
234335,168.0,65.0,Gymnastics
234336,168.0,65.0,Gymnastics
234337,168.0,65.0,Gymnastics
234338,168.0,65.0,Gymnastics
234339,168.0,65.0,Gymnastics
234340,168.0,65.0,Gymnastics
234341,168.0,65.0,Gymnastics
234342,168.0,65.0,Gymnastics
234366,172.0,65.0,Gymnastics
234367,172.0,65.0,Gymnastics
234368,172.0,65.0,Gymnastics
234369,172.0,65.0,Gymnastics
234370,172.0,65.0,Gymnastics
234371,172.0,65.0,Gymnastics
234372,172.0,65.0,Gymnastics
234373,172.0,65.0,Gymnastics
234656,170.0,56.0,Gymnastics
234657,170.0,56.0,Gymnastics
234658,170.0,56.0,Gymnastics
234659,170.0,56.0,Gymnastics
234660,170.0,56.0,Gymnastics
234661,170.0,56.0,Gymnastics
234662,170.0,56.0,Gymnastics
234663,170.0,56.0,Gymnastics
234664,170.0,56.0,Gymnastics
234665,170.0,56.0,Gymnastics
234666,170.0,56.0,Gymnastics
234667,170.0,56.0,Gymnastics
234668,170.0,56.0,Gymnastics
234669,170.0,56.0,Gymnastics
234670,170.0,56.0,Gymnastics
234671,170.0,56.0,Gymnastics
235379,160.0,56.0,Gymnastics
235380,160.0,56.0,Gymnastics
235381,160.0,56.0,Gymnastics
235382,160.0,56.0,Gymnastics
235383,160.0,56.0,Gymnastics
235384,160.0,56.0,Gymnastics
235385,160.0,56.0,Gymnastics
235386,160.0,56.0,Gymnastics
235387,160.0,56.0,Gymnastics
235388,160.0,56.0,Gymnastics
235389,160.0,56.0,Gymnastics
235390,160.0,56.0,Gymnastics
235391,160.0,56.0,Gymnastics
235392,160.0,56.0,Gymnastics
235393,160.0,56.0,Gymnastics
235394,160.0,56.0,Gymnastics
235395,160.0,56.0,Gymnastics
235396,160.0,56.0,Gymnastics
235397,160.0,56.0,Gymnastics
235398,160.0,56.0,Gymnastics
235399,160.0,56.0,Gymnastics
235400,160.0,56.0,Gymnastics
235401,160.0,56.0,Gymnastics
235402,160.0,56.0,Gymnastics
235413,152.0,42.0,Gymnastics
235414,152.0,42.0,Gymnastics
235415,152.0,42.0,Gymnastics
235416,152.0,42.0,Gymnastics
235417,152.0,42.0,Gymnastics
235518,162.0,50.0,Gymnastics
235519,162.0,50.0,Gymnastics
235520,162.0,50.0,Gymnastics
235521,162.0,50.0,Gymnastics
235522,162.0,50.0,Gymnastics
235523,162.0,50.0,Gymnastics
235697,145.0,37.0,Gymnastics
235698,145.0,37.0,Gymnastics
235699,145.0,37.0,Gymnastics
235700,145.0,37.0,Gymnastics
235701,145.0,37.0,Gymnastics
235717,163.0,59.0,Gymnastics
235718,163.0,59.0,Gymnastics
235719,163.0,59.0,Gymnastics
235720,163.0,59.0,Gymnastics
235721,163.0,59.0,Gymnastics
235867,148.0,36.0,Gymnastics
235868,148.0,36.0,Gymnastics
235870,163.0,64.0,Gymnastics
235871,163.0,64.0,Gymnastics
235872,163.0,64.0,Gymnastics
235873,163.0,64.0,Gymnastics
235874,163.0,64.0,Gymnastics
235952,156.0,49.0,Gymnastics
235953,156.0,49.0,Gymnastics
235954,156.0,49.0,Gymnastics
235955,156.0,49.0,Gymnastics
235956,156.0,49.0,Gymnastics
235957,156.0,49.0,Gymnastics
235975,163.0,59.0,Gymnastics
235976,163.0,59.0,Gymnastics
235977,163.0,59.0,Gymnastics
235978,163.0,59.0,Gymnastics
235979,163.0,59.0,Gymnastics
235980,163.0,59.0,Gymnastics
235981,163.0,59.0,Gymnastics
235982,163.0,59.0,Gymnastics
236058,166.0,58.0,Gymnastics
236059,166.0,58.0,Gymnastics
236060,166.0,58.0,Gymnastics
236061,166.0,58.0,Gymnastics
236062,166.0,58.0,Gymnastics
236063,166.0,58.0,Gymnastics
236064,166.0,58.0,Gymnastics
236065,166.0,58.0,Gymnastics
236066,166.0,58.0,Gymnastics
236067,166.0,58.0,Gymnastics
236068,154.0,54.0,Gymnastics
236069,154.0,54.0,Gymnastics
236070,154.0,54.0,Gymnastics
236071,154.0,54.0,Gymnastics
236072,154.0,54.0,Gymnastics
236073,154.0,54.0,Gymnastics
236074,154.0,54.0,Gymnastics
236075,154.0,54.0,Gymnastics
236076,154.0,54.0,Gymnastics
236077,154.0,54.0,Gymnastics
236078,154.0,54.0,Gymnastics
236079,154.0,54.0,Gymnastics
236080,154.0,54.0,Gymnastics
236081,154.0,54.0,Gymnastics
236082,154.0,54.0,Gymnastics
236083,154.0,54.0,Gymnastics
236084,154.0,54.0,Gymnastics
236085,154.0,54.0,Gymnastics
236086,154.0,54.0,Gymnastics
236289,169.0,68.0,Gymnastics
236290,169.0,68.0,Gymnastics
236291,169.0,68.0,Gymnastics
236292,169.0,68.0,Gymnastics
236293,169.0,68.0,Gymnastics
236294,169.0,68.0,Gymnastics
236295,169.0,68.0,Gymnastics
236296,169.0,68.0,Gymnastics
236305,157.0,46.0,Gymnastics
236306,157.0,46.0,Gymnastics
236307,157.0,46.0,Gymnastics
236308,157.0,46.0,Gymnastics
236316,169.0,58.0,Gymnastics
236317,169.0,58.0,Gymnastics
236318,169.0,58.0,Gymnastics
236319,169.0,58.0,Gymnastics
236320,169.0,58.0,Gymnastics
236321,169.0,58.0,Gymnastics
236322,169.0,58.0,Gymnastics
236323,169.0,58.0,Gymnastics
236529,156.0,46.0,Gymnastics
236530,156.0,46.0,Gymnastics
236531,156.0,46.0,Gymnastics
236532,156.0,46.0,Gymnastics
236533,156.0,46.0,Gymnastics
236735,170.0,60.0,Gymnastics
236736,170.0,60.0,Gymnastics
236737,170.0,60.0,Gymnastics
236738,170.0,60.0,Gymnastics
236739,170.0,60.0,Gymnastics
236740,170.0,60.0,Gymnastics
236741,170.0,60.0,Gymnastics
236742,170.0,60.0,Gymnastics
236755,160.0,57.0,Gymnastics
236756,160.0,57.0,Gymnastics
236757,160.0,57.0,Gymnastics
236758,160.0,57.0,Gymnastics
236759,160.0,57.0,Gymnastics
236760,160.0,57.0,Gymnastics
236761,160.0,57.0,Gymnastics
236762,160.0,57.0,Gymnastics
236763,160.0,57.0,Gymnastics
236764,160.0,57.0,Gymnastics
236765,160.0,57.0,Gymnastics
236766,160.0,57.0,Gymnastics
236767,160.0,57.0,Gymnastics
236768,160.0,57.0,Gymnastics
236769,160.0,57.0,Gymnastics
236770,160.0,57.0,Gymnastics
236771,160.0,57.0,Gymnastics
236772,160.0,57.0,Gymnastics
236773,160.0,57.0,Gymnastics
236774,160.0,57.0,Gymnastics
236775,160.0,57.0,Gymnastics
236978,166.0,61.0,Gymnastics
236979,166.0,61.0,Gymnastics
236980,166.0,61.0,Gymnastics
236981,166.0,61.0,Gymnastics
236982,166.0,61.0,Gymnastics
236983,166.0,61.0,Gymnastics
236984,166.0,61.0,Gymnastics
236985,166.0,61.0,Gymnastics
237368,150.0,39.0,Gymnastics
237369,150.0,39.0,Gymnastics
237370,150.0,39.0,Gymnastics
237371,150.0,39.0,Gymnastics
237372,150.0,39.0,Gymnastics
237497,142.0,37.0,Gymnastics
237498,142.0,37.0,Gymnastics
237499,142.0,37.0,Gymnastics
237500,142.0,37.0,Gymnastics
237501,142.0,37.0,Gymnastics
237502,142.0,37.0,Gymnastics
237579,156.0,48.0,Gymnastics
237580,156.0,48.0,Gymnastics
237581,156.0,48.0,Gymnastics
237582,156.0,48.0,Gymnastics
237583,156.0,48.0,Gymnastics
237584,156.0,48.0,Gymnastics
237585,156.0,48.0,Gymnastics
237652,176.0,70.0,Gymnastics
237653,176.0,70.0,Gymnastics
237654,176.0,70.0,Gymnastics
237655,176.0,70.0,Gymnastics
237656,176.0,70.0,Gymnastics
237657,176.0,70.0,Gymnastics
237658,176.0,70.0,Gymnastics
237659,176.0,70.0,Gymnastics
237736,145.0,37.0,Gymnastics
237737,145.0,37.0,Gymnastics
237738,145.0,37.0,Gymnastics
237739,145.0,37.0,Gymnastics
237740,145.0,37.0,Gymnastics
237741,145.0,37.0,Gymnastics
237742,145.0,37.0,Gymnastics
237743,145.0,37.0,Gymnastics
237744,145.0,37.0,Gymnastics
237745,145.0,37.0,Gymnastics
238034,151.0,40.0,Gymnastics
238035,151.0,40.0,Gymnastics
238036,151.0,40.0,Gymnastics
238037,151.0,40.0,Gymnastics
238038,151.0,40.0,Gymnastics
238039,151.0,40.0,Gymnastics
238040,151.0,40.0,Gymnastics
238041,151.0,40.0,Gymnastics
238042,151.0,40.0,Gymnastics
238218,156.0,50.0,Gymnastics
238219,156.0,50.0,Gymnastics
238220,156.0,50.0,Gymnastics
238221,156.0,50.0,Gymnastics
238222,156.0,50.0,Gymnastics
238223,156.0,50.0,Gymnastics
238224,156.0,50.0,Gymnastics
238225,156.0,50.0,Gymnastics
238226,156.0,50.0,Gymnastics
238227,156.0,50.0,Gymnastics
238228,156.0,50.0,Gymnastics
238229,156.0,50.0,Gymnastics
238230,156.0,48.0,Gymnastics
238231,156.0,48.0,Gymnastics
238232,156.0,48.0,Gymnastics
238233,156.0,48.0,Gymnastics
238234,156.0,48.0,Gymnastics
238235,156.0,48.0,Gymnastics
238754,161.0,49.0,Gymnastics
238755,161.0,49.0,Gymnastics
238756,161.0,49.0,Gymnastics
238757,161.0,49.0,Gymnastics
238758,161.0,49.0,Gymnastics
238759,161.0,49.0,Gymnastics
238882,152.0,37.0,Gymnastics
238883,152.0,37.0,Gymnastics
238884,152.0,37.0,Gymnastics
238885,152.0,37.0,Gymnastics
